NCM;CAPITULO;Descrição;Início da Vigência;Fim da Vigência;uTrib
84145190;84;OUTROS VENT.,C/MOTOR ELÉTR.INCORP. ATÉ 125W;01/01/2016;;UN
84145910;84;MICROVENTILADORES C/ÁREA D/CARCAÇA<90CM2;01/01/2016;;UN
84145990;84;OUTROS VENTILADORES;01/01/2016;;UN
84146000;84;COIFAS C/DIM.HORIZONTAL MÁXIMA Ñ SUP. A 120CM;01/01/2016;;UN
84148011;84;OUTROS COMPRES.AR,DESL.ALT.,ESTACION.PISTÃO;01/01/2016;;UN
84148012;84;COMPRESSORES DE AR D/PARAFUSO;01/01/2016;;UN
84148013;84;COMPRESSORES DE AR D/LÓBULOS PARALELOS;01/01/2016;;UN
84148019;84;OUTS.COMPRES.DE AR,DE DESLOCAM. ALTERNAT.;01/01/2016;;UN
84148021;84;TURBOALIM.AR PESO;01/01/2016;;UN
84148022;84;TURBOALIM.AR PES>50KG P/MOTORES POS.8407/08;01/01/2016;;UN
84148029;84;OUTROS TURBOCOMPRESSORES DE AR;01/01/2016;;UN
84148031;84;OUTROS COMPRESSORES D/GASES,D/PISTÃO;01/01/2016;;UN
84148032;84;OUTROS COMPRESSORES D/GASES,D/PARAFUSO;01/01/2016;;UN
84148033;84;CENTRÍFUGOS,D/VAZÃO MÁXIMA INF.A 22.000M3;01/01/2016;;UN
84148038;84;OUTROS COMPRESSORES CENTRÍFUGOS;01/01/2016;;UN
84148039;84;OUTROS COMPRESSORES DE GASES;01/01/2016;;UN
84148090;84;OUTS.BOMBAS D/AR/COIFAS ASPIRS.P/EXTR.RECICL.;01/01/2016;;UN
84149010;84;PARTES D/BOMBAS D/AR OU D/VÁCUO;01/01/2016;;KG
84149020;84;PARTES D/VENTILADORES OU COIFAS ASPIRANTES;01/01/2016;;KG
84149031;84;PISTÕES/ÊMBOLOS,D/COMPRES.D/AR,OUTS GASES;01/01/2016;;KG
84149032;84;ANÉIS D/SEGMENTO,P/COMPRES.D/AR/OUTS GASES;01/01/2016;;KG
84149033;84;BLOCOS,CILINDR.CABEÇOTES,CÁRTERES,D/COMP.;01/01/2016;;KG
84149034;84;VÁLVULAS DE COMPRESSORES D/AR/OUTS.GASES;01/01/2016;;KG
84149039;84;OUTS.PARTES D/COMPRESS.D/AR/OUTS.GASES;01/01/2016;;KG
84151011;84;APS.AR-COND.#SPLIT SYSTEM#CAP<=30000 FRIG/H;01/01/2016;;UN
84151019;84;OUTS.APS.AR-COND.PARA JAN.CAP<=30000 FRIG/H;01/01/2016;;UN
84151090;84;OUTS.MÁQ.AP.AR-COND.PARED/JAN,CORPO ÚNICO;01/01/2016;;UN
84152010;84;MÁQ.APAR.D/AR-COND.P/VEÍC.CAP.<=30.000 FRIG/H.;01/01/2016;;UN
84152090;84;OUTS.MÁQ.APAR.AR-COND.P/VEÍCULOS;01/01/2016;;UN
84158110;84;MÁQ/AR-COND.C/REFR./VÁLV.INV.TÉRM,=<30000;01/01/2016;;UN
84158190;84;OUTS.MÁQ/AR-COND.C/REFR./VÁLV.INV.TÉRM.;01/01/2016;;UN
84158210;84;MÁQ/AR-COND.C/DISP.REFR.CAP.=<30.000FRIG/H.;01/01/2016;;UN
84158290;84;OUTS.MÁQS.AP.AR-COND.,C/DISP.D/REFRIGERAÇÃO;01/01/2016;;UN
84158300;84;MÁQ/AR-COND.S/DISPOSITIVO DE REFRIGERAÇÃO;01/01/2016;;UN
84159010;84;UNID.EVAP.P/AR-COND.#SPLIT-SYSTEM#<=30000FRIG./H;01/01/2016;;KG
84159020;84;UNID.COND.P/AR-COND.#SPLIT-SYSTEM#<=30000FRIG./H;01/01/2016;;KG
84159090;84;OUTRAS PARTES MAQUINAS E APARELHOS DE AR-CONDICIONADO;01/01/2016;;KG
84161000;84;QUEIMADORES P/ALIM.FORNALHAS D/COMB.LÍQUID.;01/01/2016;;KG
84162010;84;QUEIMADS.P/ALIM.D/FORNALHAS D/GASES/LÍQUID.;01/01/2016;;KG
84162090;84;OUTS.QUEIMADS.P/ALIM.D/FORNALHAS,INCL.MISTOS;01/01/2016;;KG
84163000;84;FORNALHAS AUT.ANTEF.GRELH-MEC,DISP.SEMELH.;01/01/2016;;KG
84169000;84;PARTES QUEIMADORES P/ALIMENT.D/FORNALHAS;01/01/2016;;KG
84171010;84;FORNOS INDUSTRIAIS P/FUSÃO DE METAIS;01/01/2016;;UN
84171020;84;FORNOS INDS.P/TRATAMENTO TÉRMICO D/METAIS;01/01/2016;;UN
84171090;84;OUTS.FORN.P/USTULAÇÃO,FUSÃO,ETC.D/MIN./METS.;01/01/2016;;UN
84172000;84;FORNOS INDS.Ñ ELÉTR.D/PADARIA,PASTELARIA,ETC.;01/01/2016;;UN
84178010;84;FORNOS INDUSTRIAIS,NÃO ELÉTRICO P/CERÂMICA;01/01/2016;;UN
84178020;84;FORNOS INDUSTRIAIS,NÃO ELÉTR.P/FUSÃO D/VIDRO;01/01/2016;;UN
84178090;84;OUTS.FORNOS IND/LAB,Ñ ELÉTR.Ñ CIT.ANTERIOR.;01/01/2016;;UN
84179000;84;PARTES FORNOS INDS/LAB.INCL.INCINER,Ñ ELÉTR.;01/01/2016;;KG
84181000;84;COMB.REFRIG.+ CONGELAD.PORT.EXTERIOR SEPAR.;01/01/2016;;UN
84182100;84;REFRIGERADORES D/COMPRESSÃO D/TIP.DOMÉST.;01/01/2016;;UN
84182900;84;OUTROS REFRIGERADORES DE USO DOMÉSTICO;01/01/2016;;UN
84183000;84;CONGELADS.(FREEZERS)TIPO ARCA,CAP.<=800L;01/01/2016;;UN
84184000;84;CONGELADS.(FREEZERS)TIPO ARMÁRIO,CAP.<=900L;01/01/2016;;UN
84185010;84;OUTROS CONGELADORES (FREEZERS);01/01/2016;;UN
84185090;84;OUTS.REFRS.VITRINAS,BALCS.ETC.P/PROD.D/FRIO;01/01/2016;;UN
84186100;84;OUTS.MATS.MÁQS.APAR.PROD.FRIO,BOMB.D/CALOR;01/01/2016;;UN
84186910;84;MÁQ.Ñ DOMÉSTICA P/PREPARAÇÃO DE SORVETES;01/01/2016;;KG
84186920;84;RESFRIADORES DE LEITE;01/01/2016;;KG
84186931;84;UNID.FORNECEDORAS DE ÁGUA OU SUCOS;01/01/2016;;KG
84186932;84;UNID.FORNEC.DE BEBIDAS CARBONATADAS;01/01/2016;;KG
84186940;84;GRUPOS FRIGS.D/COMPRESS. C/CAPAC.=<30.000 FRIGORIAS/H;01/01/2016;;KG
84186991;84;RESFRIADS.D/ÁGUA,D/ABSORÇÃO P/BROM.D/LÍTIO;01/01/2016;;KG
84186999;84;OUTS.MATS.MÁQS.APAR.PROD.FRIO,BOMB.D/CALOR;01/01/2016;;KG
84189100;84;GAB./MÓVEIS P/RECEBER EQUIP.P/PROD.D/FRIO;01/01/2016;;KG
84189900;84;OUTS.PARTES D/REFRIGERAD.,CONGELADORS.ETC.;01/01/2016;;KG
84191100;84;AQUECED.DE ÁGUA,AQUEC.INSTANTÂNEO, A GÁS;01/01/2016;;UN
84191910;84;AQUECED.SOLARES D/ÁGUA, EXCETO DOMÉSTICO;01/01/2016;;UN
84191990;84;OUTS.AQUECED.D/ÁGUA Ñ ELÉTR,INSTANT./ACUMUL.;01/01/2016;;UN
84192000;84;ESTERILIZ.,MÉD.,CIRÚRGICOS, OU D/LABORATÓRIO;01/01/2016;;UN
84193100;84;SECADORES,P/PRODUTOS AGRÍCOLAS;01/01/2016;;UN
84193200;84;SECADOR.P/MADEIRA,PASTA PAPÉIS,PAP./CARTÃO;01/01/2016;;UN
84193900;84;OUTROS SECADORES;01/01/2016;;UN
84194010;84;DESTILADORES DE ÁGUA;01/01/2016;;UN
84194020;84;APARS.DE DESTIL./RETIFICAÇÃO,DE ALCOÓIS,ETC.;01/01/2016;;UN
84194090;84;OUTS.APARELHOS DE DESTILAÇÃO/RETIFICAÇÃO;01/01/2016;;UN
84195010;84;TROCADORES DE CALOR DE PLACAS;01/01/2016;;UN
84195021;84;TROCADORES(PERMUT.)D/CALOR,TUBULS.METÁLIC.;01/01/2016;;UN
84195022;84;TROCADORES(PERMUT.)D/CALOR,TUBULS.GRAFITE;01/01/2016;;UN
84195029;84;OUTROS TROCADS.(PERMUT.)D/CALOR,TUBULARES;01/01/2016;;UN
84195090;84;OUTROS TROCADORES(PERMUTADORES) D/CALOR;01/01/2016;;UN
84196000;84;APARS.DISPOSITS.P/LIQUEFAÇÃO AR/OUTS.GASES;01/01/2016;;UN
84198110;84;AUTOCLAVES P/PREP.BEB.QUENTE/AQUEC.D/ALIM.;01/01/2016;;UN
84198190;84;OUTS.APAR./DISPOS.P/PREP.D/BEBS.QUENTES,ETC.;01/01/2016;;UN
84198911;84;ESTERILIZADORES D/ALIMS.ULTRA ALTA TEMP.(UHT);01/01/2016;;UN
84198919;84;OUTROS ESTERILIZADORES;01/01/2016;;UN
84198920;84;ESTUFAS;01/01/2016;;UN
84198930;84;TORREFADORES;01/01/2016;;UN
84198940;84;EVAPORADORES;01/01/2016;;UN
84198991;84;RECIP.REFRIG.C/DISP.D/CIRCUL.D/FLUIDO REFRIGER.;01/01/2016;;UN
84198999;84;OUTS.APAR.,DISPOSITIVO QUE TRAB.P/MUD.D/TEMP.;01/01/2016;;UN
84199010;84;PARTES AQUEC.DE ÁGUA DAS SUBPOS. 8419.11/19;01/01/2016;;KG
84199020;84;PARTES DE COLUNAS DE DESTILAÇÃO/RETIFICAÇÃO;01/01/2016;;KG
84199031;84;PLACA CORRUGADA,DE AÇO INOXIDÁVEL/DE ALUM.;01/01/2016;;KG
84199039;84;OUTS.PLACAS D/TROCADORES(PERMUT.)D/CALOR;01/01/2016;;KG
84199040;84;PARTES APAR/DISP.P/PREP.D/BEB.QUENTES,ETC.;01/01/2016;;KG
84199090;84;OUTS.PARTES D/APARS/DISPOSIT.P/TRATAM.C/MODIF.TEMPERAT.;01/01/2016;;KG
84201010;84;CALANDRAS E LAMINADORES P/PAPEL/CARTÃO;01/01/2016;;UN
84201090;84;OUTS CALAND.E LAMINAD.EXC.P/TRAT.DE MET./VIDR.;01/01/2016;;UN
84209100;84;CILINDROS P/CALAND/LAMIN.EXC.P/TRAT.MET/VIDRO;01/01/2016;;KG
84209900;84;OUTRAS PART.P/CAL.E LAM.EXC.P/TRAT.MET/VIDRO;01/01/2016;;KG
84211110;84;DESNAT.C/CAP.D/PROCESSAM.D/LEITE >= 30.000L/H;01/01/2016;;UN
84211190;84;OUTRAS DESNATADEIRAS CENTRÍFUGAS;01/01/2016;;UN
84211210;84;COM TAMBOR DE CAPACIDADE INFERIOR OU IGUAL A 23 LITROS;01/01/2016;;UN
84211290;84;OUTROS;01/01/2016;;UN
84211910;84;CENTRIFUG.P/LAB.ANÁL.,ENS./PESQ.CIENTÍFICAS;01/01/2016;;UN
84211990;84;OUTS.CENTRIFUG.,INCL.SECADORES CENTRÍFUGOS;01/01/2016;;UN
84212100;84;APARELHOS P/FILTRAR OU DEPURAR ÁGUA;01/01/2016;;UN
84212200;84;APAR.P/FILTRAR/DEPURAR BIBIDAS, EXCETO ÁGUA;01/01/2016;;UN
84212300;84;APARELH.P/FILTRAR ÓLEOS MINER.NOS MOT.EXP.;01/01/2016;;UN
84212911;84;HEMODIALISADORES CAPILARES;01/01/2016;;UN
84212919;84;OUTROS HEMODIALISADORES;01/01/2016;;UN
84212920;84;APARELHO DE OSMOSE INVERSA;01/01/2016;;UN
84212930;84;OUTROS FILTROS-PRENSA P/LÍQUIDOS;01/01/2016;;UN
84212990;84;OUTROS APARELHOS P/FILTRAR/DEPURAR LÍQUIDO;01/01/2016;;UN
84213100;84;FILTROS D/ENTR.AR P/MOTOR EXPLOSÃO/DIESEL;01/01/2016;;UN
84213910;84;FILTROS ELETROSTÁTICOS P/GASES;01/01/2016;;UN
84213920;84;DEPURAD.P/CONV.CATALÍT.D/GAS.D/ESCAPE VEÍC.;01/01/2016;;UN
84213930;84;CONCENTR.D/OXIG.P/DEPUR.D/AR,SAÍDA <=6 LIT/MIN.;01/01/2016;;UN
84213990;84;OUTS.APAR.P/FILTRAR OU DEPURAR GASES;01/01/2016;;UN
84219110;84;PART.D/SECADORA D/ROUPA,CENTRÍFS.CAP.<=6KG;01/01/2016;;KG
84219191;84;PART.TAMBORES ROT.C/PRAT/DISC.SEP.PES>300KG;01/01/2016;;KG
84219199;84;PARTES D/CENTRIF.,INCL.SECADORS CENTRÍFUGOS;01/01/2016;;KG
84219910;84;PARTS.D/OUTS.APARS.P/FILTRAR/DEPURAR GASES;01/01/2016;;KG
84219920;84;PARTE DE APARS.P/LINHAS D/SANGUE P/HEMODIAL.;01/01/2016;;KG
84219991;84;CARTUCHOS D/MEMBR.D/APARS./OSMOSE INVERSA;01/01/2016;;KG
84219999;84;PARTES D/APARS.P/FILTRAR,DEPURAR,LÍQUID.ETC.;01/01/2016;;KG
84221100;84;MÁQUINAS P/LAVAR LOUÇA DO TIPO DOMÉSTICO;01/01/2016;;UN
84221900;84;OUTRAS MÁQUINAS DE LAVAR LOUÇA;01/01/2016;;UN
84222000;84;MÁQS.E APAR.P/LIMP./SEC.GARRAF.E OUTS.RECIP.;01/01/2016;;UN
84223010;84;MÁQS.APAR.P/ENCH.FECH.CAPSUL.ROTUL.GARRAF.;01/01/2016;;UN
84223021;84;MÁQS.APAR.P/ENCHER CAIXAS/SACOS C/PÓ/GRÃOS;01/01/2016;;UN
84223022;84;MÁQS.APAR.P/ENCHER/FECHAR #TETRA PACK#,ETC.;01/01/2016;;UN
84223023;84;MÁQS.APS.P/ENCHER/FECHAR BISNS.CAP.>100/MIN.;01/01/2016;;UN
84223029;84;OUTS.MÁQS.APARS.P/ENCHER/FECHAR LATAS,ETC.;01/01/2016;;UN
84223030;84;MÁQS.APAR.P/GASEIFICAR BEBIDAS;01/01/2016;;UN
84224010;84;MÁQS.APAR.HOR.P/EMPACOT.MASSA ALIM.LONGAS;01/01/2016;;UN
84224020;84;MÁQS.APAR.AUT.P/EMB.TUBO/BARRA METAL,ETC.;01/01/2016;;UN
84224030;84;MÁQS.APS.D/EMPAC.EMBS.CONFEC.C/PAP.CARTÃO;01/01/2016;;UN
84224090;84;OUTS.MÁQS.APAR.P/EMBAL./EMPAC.MERCADORIAS;01/01/2016;;UN
84229010;84;PARTES MÁQ.LAVAR LOUÇAS,USO DOMÉSTICO;01/01/2016;;KG
84229090;84;OUTS.PARTES DE MÁQUINAS Ñ CIT.ANTERIORMENTE;01/01/2016;;KG
84231000;84;BALANÇA P/PESSOAS USO DOMÉST.INCL.P/BEBÊS;01/01/2016;;UN
84232000;84;BÁSCULAS D/PES.CONTÍNUA EM TRANSPORTADORA;01/01/2016;;UN
84233011;84;BÁSCULAS/BALANÇAS DOSAD.C/APAR.PERIFÉRICOS;01/01/2016;;UN
84233019;84;OUTS.BÁSCULAS/BALANÇAS DOSADORAS;01/01/2016;;UN
84233090;84;OUTS.BÁSCULAS/BALANÇAS DOS./ENSAC.Ñ CIT.ANT.;01/01/2016;;UN
84238110;84;APAR.INSTR.P.<30KG MESA C/REGISTR/IMPRES.ETIQ;01/01/2016;;UN
84238190;84;OUTS.APARS.INSTRUMS.D/PESAGEM,CAP.<=30KG;01/01/2016;;UN
84238200;84;APARS.INSTRUM.PESAGEM,CAP.>30KG.<=5000KG;01/01/2016;;UN
84238900;84;OUTS.APAR.INSTRUMENTOS PES.Ñ CIT.ANTERIORM.;01/01/2016;;UN
84239010;84;PESOS P/QUAISQUER BALANÇAS;01/01/2016;;KG
84239021;84;PARTS.BALANÇ.P/PESSOAS,INCL.P/BEBÊS/DOMÉST.;01/01/2016;;KG
84239029;84;OUT.PARTES APAR/INSTRUMENTOS Ñ CIT.ANTERIOR.;01/01/2016;;KG
84241000;84;EXTINTORES, MESMO CARREGADOS;01/01/2016;;UN
84242000;84;PISTOLAS AEROGRÁFICAS E APARS.SEMELHANTES;01/01/2016;;UN
84243010;84;MÁQS.AP.DESOBST.TUBULAÇ./LIMP P/JATO D'ÁGUA;01/01/2016;;UN
84243020;84;MÁQS.D/JATO AREIA P/DESG.LOC.PEÇ.D/VESTUÁRIO;01/01/2016;;UN
84243030;84;PERFURADORAS P/JATO D/ÁGUA,PRESS.>=10 MPA;01/01/2016;;UN
84243090;84;OUTS.MÁQS.APARS.D/JATO D/AREIA,VAPOR,ETC.;01/01/2016;;UN
84244100;84;;01/01/2017;;UN
84244900;84;;01/01/2017;;UN
84248111;84;APAR.MANUAIS P/PROJ.DISP.PULVER.FUNGIC.INSET.;01/01/2016;31/03/2017;UN
84248119;84;OUTS.APAR.P/PROJ,DISP,PULVER.FUNG.INSETICIDA;01/01/2016;31/03/2017;UN
84248121;84;IRRIGADORES,SIST.IRRIGAÇÃO POR ASPERSÃO;01/01/2016;31/03/2017;UN
84248129;84;OUTS.IRRIGADORES E SISTEMA D/IRRIGAÇÃO;01/01/2016;31/03/2017;UN
84248190;84;OUTS.APAR.P/AGRICULTURA OU HORTICULTURA;01/01/2016;31/03/2017;UN
84248221;84;;01/01/2017;;UN
84248229;84;;01/01/2017;;UN
84248290;84;;01/01/2017;;UN
84248910;84;APARS.D/PULVERIZAÇÃO P/PROJETAR LIQS.PÓS/ESP.;01/01/2016;;UN
84248920;84;APARS.AUTOMS,P/PROJETAR LUBRIF.SOBRE PNEUMÁT.;01/01/2016;;UN
84248990;84;OUTROS APARELHOS NÃO CITADOS ANTERIORMENTE;01/01/2016;;UN
84249010;84;PARTS.D/EXTINTORES/APARS.P/PULV.ETC.MANUAIS;01/01/2016;;KG
84249090;84;OUTRAS DE APARELHOS Ñ CIT.ANTERIORMENTE;01/01/2016;;KG
84251100;84;TALHAS,CARDENAIS,MOITÕES DE MOTOR ELÉTRICO;01/01/2016;;UN
84251910;84;TALHAS CADERNAIS E MOITÕES MANUAIS;01/01/2016;;UN
84251990;84;OUTRAS TALHAS CADERNAIS E MOITÕES;01/01/2016;;UN
84253110;84;GUINCHOS E CABRESTS.D/MOT.ELÉT.C/CAP<=100T;01/01/2016;;UN
84253190;84;OUTS.GUINCHOS,CABREST.D/MOTOR ELÉTRICO;01/01/2016;;UN
84253910;84;GUINCHOS,CABRESTANTES CAP=OU<100T;01/01/2016;;UN
84253990;84;OUTS.GUINCHOS,CABRESTANTES Ñ CIT. ANTERIOR.;01/01/2016;;UN
84254100;84;MACACOS ELEVAD.FIXOS D/VEÍCULOS,P/GARAGENS;01/01/2016;;UN
84254200;84;MACACOS HIDRÁULICOS;01/01/2016;;UN
84254910;84;MACACOS MANUAIS;01/01/2016;;UN
84254990;84;OUTROS MACACOS Ñ CIT. ANTERIORMENTE;01/01/2016;;UN
84261100;84;PONTES E VIGAS ROLANTES, D/SUPORTES FIXOS;01/01/2016;;UN
84261200;84;PÓRTICOS MÓVEIS DE PNEUM.E CARROS-PÓRTICOS;01/01/2016;;UN
84261900;84;OUTS.PONTES,VIGAS,ROLAN.,PONTES-GUINDASTES;01/01/2016;;UN
84262000;84;GUINDASTES DE TORRE;01/01/2016;;UN
84263000;84;GUINDASTES DE PÓRTICO;01/01/2016;;UN
84264110;84;MAQ.,APAR.AUTOPROPULS.D/PNEUMS.(TIPO CARANG.);01/01/2016;;UN
84264190;84;OUTS.MAQS.,APAR.AUTOPROPULS.D/PNEUMÁTICOS;01/01/2016;;UN
84264910;84;OUTS.MAQS.E APRS.AUTOPROPS.D/ESTS.CAP.>=70T;01/01/2016;;UN
84264990;84;OUTS.MAQS.E APARELHOS AUTOPROPULSADOS;01/01/2016;;UN
84269100;84;OUTS.MÁQS.APAR.P/SER MONT.VEÍC.RODOVIÁRIO;01/01/2016;;UN
84269900;84;OUTS.CÁBREAS,PONTES-GUIND.,CARROS-PÓRT.ETC.;01/01/2016;;UN
84271011;84;EMPILHADEIRAS MOTOR ELÉTR.CAP.CARGA > 6,5T;01/01/2016;;UN
84271019;84;OUTS.EMPILHADEIRAS DE MOTOR ELÉTRICO;01/01/2016;;UN
84271090;84;OUTS.VEÍC.P/MOV.CARG.AUTOPROPUL.MOT.ELÉTR.;01/01/2016;;UN
84272010;84;EMPILHADEIRAS CAPACIDADE D/CARGA > 6,5T;01/01/2016;;UN
84272090;84;OUTS.EMPILHADEIRAS;01/01/2016;;UN
84279000;84;OUTS.VEÍC.P/MOV.CARG.SEMEL.C/DISP.ELEVAÇÃO;01/01/2016;;UN
84281000;84;ELEVADORES E MONTA-CARGAS;01/01/2016;;UN
84282010;84;TRANSP.TUBUL.MÓVEIS ACION.MOTOR POT.>120HP;01/01/2016;;UN
84282090;84;OUTS.AP.ELEVADORES OU TRANSP.,PNEUMÁTICOS;01/01/2016;;UN
84283100;84;AP.ELEV./TRANSP.AÇÃO CONT.P/MERC.USO SUBT.;01/01/2016;;UN
84283200;84;AP.ELEV./TRANSP.AÇÃO CONT.P/MERC.D/CAÇAMBA;01/01/2016;;UN
84283300;84;APARS.ELEV./TRANSP.D/MERC.D/TIRA/CORREIA;01/01/2016;;UN
84283910;84;APARS.ELEV./TRANSP.DE MERCAD.DE CORRENTES;01/01/2016;;UN
84283920;84;AP.ELEV./TRANSP.AÇÃO CONT.P/MERC.ROLO MOT.;01/01/2016;;UN
84283930;84;AP.ELEV./TRANSP.D/PINÇAS LAT.P/TRANS.JORNAIS;01/01/2016;;UN
84283990;84;OUTS.AP.ELEV/TRANSP.AÇÃO CONT.P/MERCADORIA;01/01/2016;;UN
84284000;84;ESCADAS E TAPETES,ROLANTES;01/01/2016;;UN
84286000;84;TELEFÉRICO MECANISMO TRAÇÃO P/FUNICULARES;01/01/2016;;UN
84289010;84;OUTS.MÁQ.AP.DESEM.BOTES SALVA-VIDAS MOTOR;01/01/2016;;UN
84289020;84;TRANSP./ELEV.AUTOM.D/DESL.HORIZ.SOBRE GUIAS;01/01/2016;;UN
84289030;84;MÁQ.P/FORM.PILHAS D/JORNAIS.CAP.>=80000EXS./H;01/01/2016;;UN
84289090;84;OUTS.MÁQ.APARS.DE ELEV.CARGA/DESCARGA,ETC.;01/01/2016;;UN
84291110;84;#BULLDOZERS#/#ANGLEDOZERS#D/LAGAR.,P.>=520HP;01/01/2016;;UN
84291190;84;OUTS.#BULLDOZERS#,#ANGLEDOZERS# D/LAGARTAS;01/01/2016;;UN
84291910;84;#BULLDOZERS# POT.VOLANTE>OU=234,90KW (315HP);01/01/2016;;UN
84291990;84;OUTROS BULLDOZERS E #ANGLEDOZERS#;01/01/2016;;UN
84292010;84;MOTONIVELADORES ARTICUL.P/VOLANTES>=275HP;01/01/2016;;UN
84292090;84;OUTROS NIVELADORES;01/01/2016;;UN
84293000;84;RASPO-TRANSPORTADORES(#SCRAPERS#);01/01/2016;;UN
84294000;84;COMPACTADORES,ROLOS/CILINDROS COMPRESS.;01/01/2016;;UN
84295111;84;CARREGAD.-TRANSP.UTIL.MINAS SUBTERRÂNEAS;01/01/2016;;UN
84295119;84;OUTS.CARREGADORAS-TRANSPORTADORAS;01/01/2016;;UN
84295121;84;INFRAESTR.MOTORA,P/RECEBER EQUIP.P>=609HP;01/01/2016;;UN
84295129;84;INFRAESTR.MOTORA P/REC.OUTS.EQUIPAMENTOS;01/01/2016;;UN
84295191;84;OUTS.CARREG.,PÁS-CARREGS.,D/P>=(399HP);01/01/2016;;UN
84295192;84;OUTS.CARREGADORAS,PÁS-CARREGS.,D/P<=(59HP);01/01/2016;;UN
84295199;84;OUT.CARREGADORAS,PAS-CARREGS.,D/CARREG.FRONT;01/01/2016;;UN
84295211;84;ESCAVADORAS D/POTÊNCIA NO VOLANTE >=(650HP);01/01/2016;;UN
84295212;84;ESCAVADORAS D/POTÊNCIA NO VOLANTE <=(54HP);01/01/2016;;UN
84295219;84;ESCAVADS. D/POT. NO VOLANTE >=(55HP)<=(649HP);01/01/2016;;UN
84295220;84;INFRAEST.MOTS.,P/8430.49, 8430.61, 8430.69;01/01/2016;;UN
84295290;84;OUTS.MÁQ.ESCAVAD.,ETC.CAP.EFET.ROTAÇÃO=360º;01/01/2016;;UN
84295900;84;OUTS.PÁS MEC.ESCAV.CARREG.PÁS CARREGAD.;01/01/2016;;UN
84301000;84;BATE-ESTACAS E ARRANCA-ESTACAS;01/01/2016;;UN
84302000;84;LIMPA-NEVES;01/01/2016;;UN
84303110;84;CORTADORES D/CARVÃO OU D/ROCHAS,AUTOPROP.;01/01/2016;;UN
84303190;84;OUTS.MÁQS.P/PERF.D/TÚNEIS E GALERIAS,AUTOPR.;01/01/2016;;UN
84303910;84;OUTS.CORTADORES DE CARVÃO OU DE ROCHAS;01/01/2016;;UN
84303990;84;OUTS.MÁQS.P/PERFURAÇÃO D/TÚNEIS E GALERIAS;01/01/2016;;UN
84304110;84;PERFURATRIZ DE PERCUSSÃO, AUTOPROPULSADAS;01/01/2016;;UN
84304120;84;PERFURATRIZ ROTATIVA, AUTOPROPULSADAS;01/01/2016;;UN
84304130;84;MÁQS.SONDAGEM,ROTATIVAS,AUTOPROPULSADAS;01/01/2016;;UN
84304190;84;OUTS.MÁQS.SONDAGEM/PERFURAÇÃO,AUTOPROP.;01/01/2016;;UN
84304910;84;OUTS.PERFURATRIZES DE PERCUSSÃO;01/01/2016;;UN
84304920;84;OUTS.MÁQS.DE SONDAGEM, ROTATIVAS;01/01/2016;;UN
84304990;84;OUTS.MÁQS.DE SONDAGEM OU PERFURAÇÃO;01/01/2016;;UN
84305000;84;OUTS.MÁQS.E APARELHOS, AUTOPROPULSADOS;01/01/2016;;UN
84306100;84;MÁQS.D/COMPRIMIR/COMPACT.EXCETO AUTOPROP.;01/01/2016;;UN
84306911;84;EQUIP.FRONTAIS P/ESCAVO-CARREG.ETC.CAP>4M3;01/01/2016;;UN
84306919;84;OUTS.EQUIP.FRONT.P/CARREG.EXCETO AUTOPROP.;01/01/2016;;UN
84306990;84;OUTS.MÁQS.APARELHOS,EXC.AUTOPROPULSADOS;01/01/2016;;UN
84311010;84;PART.TALHAS,CADERNAIS,MOITÕES MANUAIS,ETC.;01/01/2016;;KG
84311090;84;PARTES D/OUTS.TALHAS,CADERNAIS,MOITÕES,ETC.;01/01/2016;;KG
84312011;84;PARTES D/EMPILHADEIRAS, AUTOPROPULSADAS;01/01/2016;;KG
84312019;84;PARTES DE OUTS.EMPILHADEIRAS;01/01/2016;;KG
84312090;84;PART.D/OUTS.VEÍC.P/MOV.CARG.,C/DISP.ELEVAÇÃO;01/01/2016;;KG
84313110;84;PARTES DE ELEVADORES;01/01/2016;;KG
84313190;84;PARTES D/MONTA-CARGAS/ESCADAS ROLANTES;01/01/2016;;KG
84313900;84;PARTES D/OUTS.MÁQS.APARS.D/ELEV.D/CARGA;01/01/2016;;KG
84314100;84;CAÇAMBAS,PÁS,GANCHOS,ETC.P/MÁQ, APAR.TERR.;01/01/2016;;KG
84314200;84;LÂMINAS P/#BULLDOZERS# OU #ANGLEDOZERS#;01/01/2016;;KG
84314310;84;PARTS.D/MÁQS.D/SONDAGEM/PERFURAÇÃO ROTAT.;01/01/2016;;KG
84314390;84;PARTES D/OUTS.MÁQS.D/SONDAGEM/PERFURAÇÃO;01/01/2016;;KG
84314910;84;PARTES DAS MÁQS.E APARELHOS DA POS.8426;01/01/2016;;KG
84314921;84;CABINAS P/MÁQUINAS/APARELHOS D/POSIÇÕES 84.29 OU 84.30;01/01/2016;;KG
84314922;84;LAGARTAS P/MÁQUINAS/APARELHOS D/POSIÇÕES 84.29 OU 84.30;01/01/2016;;KG
84314923;84;TANQUES D/COMBUSTÍVEL E DEMAIS RESERVS.D/POS.8429/8430;01/01/2016;;KG
84314929;84;PARTES D/MÁQS./APARELHOS D/POS.8429 OU 8430 EXC.CABINAS;01/01/2016;;KG
84321000;84;ARADOS E CHARRUAS;01/01/2016;;UN
